ProcessID,ArrivalTime,BurstTime
779,1.6975,373
780,1.7000000000000002,118
781,1.7025000000000001,325
782,1.705,356
783,1.7075,150
784,1.71,265
785,1.7125,170
786,1.7149999999999999,340
787,1.7175,262
788,1.72,174
789,1.7225000000000001,338
790,1.725,255
791,1.7275,128
792,1.73,162
793,1.7325,138
794,1.7349999999999999,342
795,1.7375,314
796,1.74,194
797,1.7425000000000002,114
798,1.745,376
799,1.7475,182
800,1.75,337
801,1.7525,247
802,1.755,144
803,1.7575,395
804,1.76,87
805,1.7625000000000002,154
806,1.7650000000000001,126
807,1.7675,111
808,1.77,323
809,1.7725,134
810,1.775,262
811,1.7774999999999999,350
812,1.78,238
813,1.7825,314
814,1.7850000000000001,200
815,1.7875,273
816,1.79,77
817,1.7925,154
818,1.795,82
819,1.7974999999999999,91
820,1.8,382
821,1.8025,395
822,1.8050000000000002,96
823,1.8075,156
824,1.81,267
825,1.8125,384
826,1.815,325
827,1.8175,287
828,1.82,272
829,1.8225,83
830,1.8250000000000002,245
831,1.8275000000000001,239
832,1.83,171
833,1.8325,344
834,1.835,135
835,1.8375,377
836,1.8399999999999999,69
837,1.8425,310
838,1.845,237
839,1.8475000000000001,304
840,1.85,343
841,1.8525,128
842,1.855,291
843,1.8575,358
844,1.8599999999999999,145
845,1.8625,347
846,1.865,341
847,1.8675000000000002,242
848,1.87,194
849,1.8725,193
850,1.875,144
851,1.8775,224
852,1.88,311
853,1.8825,324
854,1.885,57
855,1.8875000000000002,315
856,1.8900000000000001,293
857,1.8925,86
858,1.895,330
859,1.8975,299
860,1.9,297
861,1.9024999999999999,252
862,1.905,289
863,1.9075,361
864,1.9100000000000001,241
865,1.9125,276
866,1.915,350
867,1.9175,293
868,1.92,222
869,1.9224999999999999,161
870,1.925,166
871,1.9275,240
872,1.9300000000000002,130
873,1.9325,175
874,1.935,279
875,1.9375,211
876,1.94,161
877,1.9425,370
878,1.945,330
879,1.9475,92
880,1.9500000000000002,60
881,1.9525000000000001,321
882,1.955,121
883,1.9575,179
884,1.96,50
885,1.9625,65
886,1.9649999999999999,338
887,1.9675,329
888,1.97,52
889,1.9725000000000001,80
890,1.975,396
891,1.9775,144
892,1.98,89
893,1.9825,304
894,1.9849999999999999,284
895,1.9875,55
896,1.99,357
897,1.9925000000000002,280
898,1.995,303
899,1.9975,244
900,2.0,200
901,2.0025,245
902,2.005,206
903,2.0075000000000003,394
904,2.01,259
905,2.0125,341
906,2.015,134
907,2.0175,371
908,2.02,51
909,2.0225,340
910,2.025,98
911,2.0275,363
912,2.0300000000000002,331
913,2.0324999999999998,400
914,2.035,315
915,2.0375,245
916,2.04,293
917,2.0425,145
918,2.045,182
919,2.0475000000000003,86
920,2.05,50
921,2.0525,195
922,2.0549999999999997,95
923,2.0575,265
924,2.06,211
925,2.0625,140
926,2.065,260
927,2.0675,240
928,2.0700000000000003,132
929,2.0725,75
930,2.075,399
931,2.0775,121
932,2.08,126
933,2.0825,280
934,2.085,113
935,2.0875000000000004,250
936,2.09,268
937,2.0925000000000002,236
938,2.0949999999999998,138
939,2.0975,57
940,2.1,347
941,2.1025,111
942,2.105,74
943,2.1075,149
944,2.1100000000000003,222
945,2.1125,327
946,2.115,58
947,2.1174999999999997,387
948,2.12,304
949,2.1225,327
950,2.125,260
951,2.1275,84
952,2.13,193
953,2.1325000000000003,197
954,2.135,208
955,2.1375,307
956,2.14,181
957,2.1425,73
958,2.145,236
959,2.1475,235
960,2.1500000000000004,143
961,2.1525,246
962,2.1550000000000002,328
963,2.1574999999999998,334
964,2.16,121
965,2.1625,373
966,2.165,335
967,2.1675,132
968,2.17,106
969,2.1725000000000003,192
970,2.175,290
971,2.1775,345
972,2.1799999999999997,145
973,2.1825,63
974,2.185,296
975,2.1875,122
976,2.19,141
977,2.1925,384
978,2.1950000000000003,76
979,2.1975,394
980,2.2,168
981,2.2025,221
982,2.205,253
983,2.2075,321
984,2.21,60
985,2.2125000000000004,263
986,2.215,284
987,2.2175000000000002,342
988,2.2199999999999998,329
989,2.2225,358
990,2.225,101
991,2.2275,152
992,2.23,166
993,2.2325,102
994,2.2350000000000003,245
995,2.2375,323
996,2.24,270
997,2.2424999999999997,244
998,2.245,165
999,2.2475,124
1000,2.25,120
